,article_id,authorid,authorname,authorurl,paperId,doi,title,citing_venue,year,intent,isInfluential
30,10.5455/aim.2012.20.47-55,2757038,T. Kauppila,,6ab58ce74f50dbb72a4284d1c0aaaeba2e14abd4,10.1155/2017/3080957,A Competition between Care Teams Improved Recording of Diagnoses in Primary Dental Care: A Longitudinal Follow-Up Study,International journal of dentistry,2017,background,FALSE
31,10.5455/aim.2012.20.47-55,2075487040,L. Suominen,,6ab58ce74f50dbb72a4284d1c0aaaeba2e14abd4,10.1155/2017/3080957,A Competition between Care Teams Improved Recording of Diagnoses in Primary Dental Care: A Longitudinal Follow-Up Study,International journal of dentistry,2017,background,FALSE
32,10.5455/aim.2012.20.47-55,3981259,A. Heikkinen,,6ab58ce74f50dbb72a4284d1c0aaaeba2e14abd4,10.1155/2017/3080957,A Competition between Care Teams Improved Recording of Diagnoses in Primary Dental Care: A Longitudinal Follow-Up Study,International journal of dentistry,2017,background,FALSE
33,10.5455/aim.2012.20.47-55,7028845,M. Monea,,0e5894fa77a19632dcbbe886b82d6e0965e1a554,10.19044/ESJ.2016.V12N36P12,The Role of Communication and Information Technology in the Health Care Providing Office,,2016,methodology,FALSE
34,10.5455/aim.2012.20.47-55,38772348,Anca Maria Pop,,0e5894fa77a19632dcbbe886b82d6e0965e1a554,10.19044/ESJ.2016.V12N36P12,The Role of Communication and Information Technology in the Health Care Providing Office,,2016,methodology,FALSE
35,10.5455/aim.2012.20.47-55,145278614,Oláh Péter,,0e5894fa77a19632dcbbe886b82d6e0965e1a554,10.19044/ESJ.2016.V12N36P12,The Role of Communication and Information Technology in the Health Care Providing Office,,2016,methodology,FALSE
36,10.5455/aim.2012.20.47-55,2644285,D. Barakah,,4870cec073b3feec7782b6b8b506f8bd5e80b213,10.1109/CSCI.2016.0019,Integrating Dental Working Experience in Development of a Dental Clinic Database System for a General Tertiary Hospital,2016 International Conference on Computational Science and Computational Intelligence (CSCI),2016,,FALSE
37,10.5455/aim.2012.20.47-55,67027780,Dan Ş. Sîmpălean,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,FALSE
38,10.5455/aim.2012.20.47-55,15192718,M. Petrișor,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,FALSE
39,10.5455/aim.2012.20.47-55,6950697,M. Mărușteri,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,FALSE
40,10.5455/aim.2012.20.47-55,47482183,D. Ghiga,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,FALSE
41,10.5455/aim.2012.20.47-55,3494046,V. Bacârea,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,FALSE
42,10.5455/aim.2012.20.47-55,1855145,Tudor Călinici,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,FALSE
43,10.5455/aim.2012.20.47-55,3973042,S. Bățagă,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,FALSE
44,10.5455/aim.2012.20.47-55,2846710,Mansuang Wongsapai,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,FALSE
45,10.5455/aim.2012.20.47-55,2805592,S. Suebnukarn,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,FALSE
46,10.5455/aim.2012.20.47-55,2033778,S. Rajchagool,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,FALSE
47,10.5455/aim.2012.20.47-55,146466344,D. Beach,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,FALSE
48,10.5455/aim.2012.20.47-55,2524126,S. Kawaguchi,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,FALSE
49,10.5455/aim.2012.20.47-55,2846710,Mansuang Wongsapai,,5e721ae81ce52ec8fafc5c7d667dcccc7e5986d9,10.3233/978-1-61499-289-9-763,Health-oriented Electronic Oral Health Record for Health Surveillance,MedInfo,2013,,FALSE
50,10.5455/aim.2012.20.47-55,2805592,S. Suebnukarn,,5e721ae81ce52ec8fafc5c7d667dcccc7e5986d9,10.3233/978-1-61499-289-9-763,Health-oriented Electronic Oral Health Record for Health Surveillance,MedInfo,2013,,FALSE
51,10.5455/aim.2012.20.47-55,2033778,S. Rajchagool,,5e721ae81ce52ec8fafc5c7d667dcccc7e5986d9,10.3233/978-1-61499-289-9-763,Health-oriented Electronic Oral Health Record for Health Surveillance,MedInfo,2013,,FALSE
52,10.5455/aim.2012.20.47-55,2364178,Boonchai Kijsanayotin,,5e721ae81ce52ec8fafc5c7d667dcccc7e5986d9,10.3233/978-1-61499-289-9-763,Health-oriented Electronic Oral Health Record for Health Surveillance,MedInfo,2013,,FALSE
53,10.1177/154407370301700108,51316956,S. Nambiar,,77f9900425e734b562bc8404bb11bb9c317d27b9,,CONCEPTS OF DENTAL INFORMATICS AND MACHINE LEARNING IN ORAL HEALTH CARE,,2016,,FALSE
54,10.1177/154407370301700108,5526557,K. Chhabra,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
55,10.1177/154407370301700108,35838231,Salma H Mulla,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
56,10.1177/154407370301700108,5956181,S. Deolia,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
57,10.1177/154407370301700108,6574522,Chaya Chhabra,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
58,10.1177/154407370301700108,2112713293,Jagjeet Singh,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
59,10.1177/154407370301700108,14552797,Baldeep Singh Marwaha,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
60,10.1177/154407370301700108,37547832,Andresa Costa Pereira,,bb7b467cbd8571d48c6220bd04ae92cd66b12590,,A bioinformática na pesquisa odontológica brasileira,,2013,,FALSE
61,10.1177/154407370301700108,113563294,M. Silva,,bb7b467cbd8571d48c6220bd04ae92cd66b12590,,A bioinformática na pesquisa odontológica brasileira,,2013,,FALSE
62,10.1177/154407370301700108,2090320991,J. Lima,,bb7b467cbd8571d48c6220bd04ae92cd66b12590,,A bioinformática na pesquisa odontológica brasileira,,2013,,FALSE
63,10.1177/154407370301700108,86906557,P. B. Paiva,,bb7b467cbd8571d48c6220bd04ae92cd66b12590,,A bioinformática na pesquisa odontológica brasileira,,2013,,FALSE
64,10.1177/154407370301700108,1688124,W. Hersh,,d2e66d560b247ae4e703745aa06510d15c4359b5,10.4338/ACI-2009-11-R-0011,The health information technology workforce: estimations of demands and a framework for requirements.,Applied clinical informatics,2010,background,FALSE
65,10.1177/154407370301700104,2162871696,Ballester Benoit,,6a96aa231f1bb1dcada2c093ea91df1982c5400e,10.1186/s12903-022-02163-9,Current state of dental informatics in the field of health information systems: a scoping review,BMC oral health,2022,,FALSE
66,10.1177/154407370301700104,2162871951,Bukiet Frédéric,,6a96aa231f1bb1dcada2c093ea91df1982c5400e,10.1186/s12903-022-02163-9,Current state of dental informatics in the field of health information systems: a scoping review,BMC oral health,2022,,FALSE
67,10.1177/154407370301700104,2162871920,Dufour Jean-Charles,,6a96aa231f1bb1dcada2c093ea91df1982c5400e,10.1186/s12903-022-02163-9,Current state of dental informatics in the field of health information systems: a scoping review,BMC oral health,2022,,FALSE
68,10.1177/154407370301700104,2141386667,Anumeha Morey,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,FALSE
69,10.1177/154407370301700104,2141378417,Vaibhavi Boradkar,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,FALSE
70,10.1177/154407370301700104,5526557,K. Chhabra,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,FALSE
71,10.1177/154407370301700104,82095341,Amit Reche,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,FALSE
72,10.1177/154407370301700104,87538934,P. Madhu,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,FALSE
73,10.1177/154407370301700104,2141383757,Avanti Date,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,FALSE
74,10.1177/154407370301700104,2141364247,Dimpal Rohankar,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,FALSE
75,10.1177/154407370301700104,2115895919,Jessica Chen,,2f26644775ca3c0d6bb921ad4519e39308cee19e,10.1007/978-3-030-71051-4_50,An Altmetric Study on Dental Informatics,Advances in Computer Vision and Computational Biology,2021,,FALSE
76,10.1177/154407370301700104,1771854,Qiping Zhang,,2f26644775ca3c0d6bb921ad4519e39308cee19e,10.1007/978-3-030-71051-4_50,An Altmetric Study on Dental Informatics,Advances in Computer Vision and Computational Biology,2021,,FALSE
77,10.1177/154407370301700104,121818818,F. Alshammary,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,FALSE
78,10.1177/154407370301700104,2052209445,Basel K Alsadoon,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,FALSE
79,10.1177/154407370301700104,116254703,Ahmed. A. Altamimi,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,FALSE
80,10.1177/154407370301700104,2054771728,Muhammad Ilyas,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,FALSE
81,10.1177/154407370301700104,46705809,Ammar Ahmed Siddiqui,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,FALSE
82,10.1177/154407370301700104,2052637179,Ibne Hassan,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,FALSE
83,10.1177/154407370301700104,18163918,M. Alam,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,FALSE
84,10.1177/154407370301700104,2091558804,Teenu Vijayan,,7b7b021fab3d8a3817ac320214425839b7f7981e,,Dental Informatics-A Paradigm Shift in Dentistry,,2019,,FALSE
85,10.1177/154407370301700104,87311474,Swetalin Das,,7b7b021fab3d8a3817ac320214425839b7f7981e,,Dental Informatics-A Paradigm Shift in Dentistry,,2019,,FALSE
86,10.1177/154407370301700104,2091558804,Teenu Vijayan,,a48249ecafb3d2dc42bc8828a75ad42fdaa3914c,,Dental Informatics-A Paradigm Shift in Dentistry Dr,,2019,,FALSE
87,10.1177/154407370301700104,87311474,Swetalin Das,,a48249ecafb3d2dc42bc8828a75ad42fdaa3914c,,Dental Informatics-A Paradigm Shift in Dentistry Dr,,2019,,FALSE
88,10.1177/154407370301700104,66598916,B. Almutairi,,bc553a4e863e8f4f34b99e031e29f8850633e92d,10.21608/mjcu.2018.56121,Medical Dental Practitioners Assessments of Electronic Dental Record in Primary Health Care in Kuwait,,2018,,FALSE
89,10.1177/154407370301700104,143919851,H. Potts,,bc553a4e863e8f4f34b99e031e29f8850633e92d,10.21608/mjcu.2018.56121,Medical Dental Practitioners Assessments of Electronic Dental Record in Primary Health Care in Kuwait,,2018,,FALSE
90,10.1177/154407370301700104,69418895,Noura Alajmi,,bc553a4e863e8f4f34b99e031e29f8850633e92d,10.21608/mjcu.2018.56121,Medical Dental Practitioners Assessments of Electronic Dental Record in Primary Health Care in Kuwait,,2018,,FALSE
91,10.1177/154407370301700104,87538934,P. Madhu,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,FALSE
92,10.1177/154407370301700104,2107878304,P. Kumar,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,FALSE
93,10.1177/154407370301700104,78804533,G. Prashant,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,FALSE
94,10.1177/154407370301700104,4425120,V. Sushanth,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,FALSE
95,10.1177/154407370301700104,32773686,Mohamed Imranulla,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,FALSE
96,10.1177/154407370301700104,2055262904,A. R. Nair,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,FALSE
97,10.1177/154407370301700104,152291944,C. Marya,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,FALSE
98,10.1177/154407370301700104,51316956,S. Nambiar,,77f9900425e734b562bc8404bb11bb9c317d27b9,,CONCEPTS OF DENTAL INFORMATICS AND MACHINE LEARNING IN ORAL HEALTH CARE,,2016,background,FALSE
99,10.1177/154407370301700104,5526557,K. Chhabra,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
100,10.1177/154407370301700104,35838231,Salma H Mulla,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
101,10.1177/154407370301700104,5956181,S. Deolia,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
102,10.1177/154407370301700104,6574522,Chaya Chhabra,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
103,10.1177/154407370301700104,2112713293,Jagjeet Singh,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
104,10.1177/154407370301700104,14552797,Baldeep Singh Marwaha,,98ba73430d48badbc1b37c9a3abe400202dea17c,10.7860/JCDR/2016/16970.7453,Dental Informatics in India: Time to Embrace the Change.,Journal of clinical and diagnostic research : JCDR,2016,,FALSE
105,10.1177/154407370301700104,101258862,Tidatip Teerakuldej,,3d596a94052f8f6414d1ff90ec5e5b9c7e091414,10.4028/www.scientific.net/AMM.781.583,Dental Guidelines with Decision Support System for Hypertension and Stroke Patients,,2015,,FALSE
106,10.1177/154407370301700104,47115930,P. Soontornpipit,,3d596a94052f8f6414d1ff90ec5e5b9c7e091414,10.4028/www.scientific.net/AMM.781.583,Dental Guidelines with Decision Support System for Hypertension and Stroke Patients,,2015,,FALSE
107,10.1177/154407370301700104,1411672570,Ana Rita,,759a9b5d67a2f1f9e4b46bc9b1b5e3f690371f68,,AVALIAÇÃO DE UM SISTEMA INFORMÁTICO DE APOIO AO DIAGNÓSTICO E ABORDAGEM CLÍNICA DE PATOLOGIA ÓSSEA MAXILO-FACIAL,,2015,,FALSE
108,10.1177/154407370301700104,2098853368,Pinto Filipe,,759a9b5d67a2f1f9e4b46bc9b1b5e3f690371f68,,AVALIAÇÃO DE UM SISTEMA INFORMÁTICO DE APOIO AO DIAGNÓSTICO E ABORDAGEM CLÍNICA DE PATOLOGIA ÓSSEA MAXILO-FACIAL,,2015,,FALSE
109,10.1177/154407370301700104,50669000,N. Patwardhan,,bb0fc16a8efe8bc328dd9b11f830b4a6123af0c3,,DENTAL INFORMATICS IN PLANNING AN EFFECTIVE ORAL HEALTH INFORMATION SYSTEM: A REVIEW ARTICLE,,2015,,FALSE
110,10.1177/154407370301700104,3915570,D. Bhaskar,,bb0fc16a8efe8bc328dd9b11f830b4a6123af0c3,,DENTAL INFORMATICS IN PLANNING AN EFFECTIVE ORAL HEALTH INFORMATION SYSTEM: A REVIEW ARTICLE,,2015,,FALSE
